TimeGenerated,UserPrincipalName,AppDisplayName,IPAddress,City,Country,ResultType,ResultDescription,DeviceOS,Browser
2026-08-09T08:07:36.000Z,lucas.ford@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T08:07:51.000Z,dina.said@cloudora.io,Microsoft Teams,203.0.113.14,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T08:10:08.000Z,dina.said@cloudora.io,SharePoint Online,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T08:23:55.000Z,isla.grant@cloudora.io,Microsoft Teams,203.0.113.15,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T08:28:33.000Z,hugo.marsh@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T08:30:03.000Z,daniel.reeve@cloudora.io,Microsoft Teams,203.0.113.41,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T08:30:27.000Z,cole.burke@cloudora.io,SharePoint Online,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T08:34:36.000Z,noah.bishop@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T08:34:37.000Z,seth.lane@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-09T08:37:26.000Z,cole.burke@cloudora.io,Azure Portal,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T08:39:41.000Z,daniel.reeve@cloudora.io,Cloudora Admin Portal,203.0.113.41,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T08:40:24.000Z,isla.grant@cloudora.io,SharePoint Online,203.0.113.15,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T08:44:41.000Z,olivia.chen@cloudora.io,Microsoft Teams,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T09:03:57.000Z,noah.bishop@cloudora.io,Microsoft 365,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T09:09:21.000Z,dina.said@cloudora.io,Azure Portal,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T09:16:17.000Z,chloe.price@cloudora.io,Azure Portal,203.0.113.17,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T09:19:21.000Z,ava.khan@cloudora.io,Outlook Web,203.0.113.20,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T09:33:00.000Z,hugo.marsh@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T09:40:00.000Z,noah.bishop@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T09:41:42.000Z,cole.burke@cloudora.io,Outlook Web,198.51.100.25,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T09:55:22.000Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.19,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T09:57:37.000Z,daniel.reeve@cloudora.io,Microsoft 365,203.0.113.40,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T10:02:49.000Z,seth.lane@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-09T10:03:27.000Z,cole.burke@cloudora.io,Microsoft 365,198.51.100.25,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T10:11:06.000Z,olivia.chen@cloudora.io,SharePoint Online,203.0.113.21,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T10:14:21.000Z,ava.khan@cloudora.io,Cloudora Admin Portal,203.0.113.20,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T10:16:00.000Z,olivia.chen@cloudora.io,Azure Portal,203.0.113.21,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T10:19:04.000Z,dina.said@cloudora.io,Outlook Web,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T10:19:32.000Z,jack.morgan@cloudora.io,Azure Portal,198.51.100.26,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T10:23:40.000Z,seth.lane@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-09T10:36:50.000Z,finn.gale@cloudora.io,SharePoint Online,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T10:48:14.000Z,isla.grant@cloudora.io,Microsoft Teams,203.0.113.15,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T10:48:52.000Z,noah.bishop@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T10:49:32.000Z,chloe.price@cloudora.io,Azure Portal,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T11:01:28.000Z,ava.khan@cloudora.io,SharePoint Online,203.0.113.20,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T11:03:15.000Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T11:10:06.000Z,liam.turner@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-09T11:12:18.000Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.19,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T11:15:10.000Z,cole.burke@cloudora.io,Cloudora Admin Portal,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T11:21:50.000Z,finn.gale@cloudora.io,Cloudora Admin Portal,198.51.100.24,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T11:22:36.000Z,noah.bishop@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T11:31:18.000Z,lucas.ford@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T11:33:38.000Z,cole.burke@cloudora.io,Microsoft 365,198.51.100.25,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T11:33:48.000Z,chloe.price@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T11:36:37.000Z,dina.said@cloudora.io,Outlook Web,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T11:45:00.000Z,finn.gale@cloudora.io,Microsoft Teams,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T11:50:34.000Z,lucas.ford@cloudora.io,SharePoint Online,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T11:58:55.000Z,hugo.marsh@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T12:01:54.000Z,ethan.wells@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-09T12:03:11.000Z,isla.grant@cloudora.io,SharePoint Online,203.0.113.15,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T12:06:49.000Z,emma.hayes@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T12:15:34.000Z,noah.bishop@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T12:20:33.000Z,chloe.price@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T12:21:28.000Z,lucas.ford@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T12:22:11.000Z,hugo.marsh@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T12:29:37.000Z,daniel.reeve@cloudora.io,Microsoft Teams,203.0.113.40,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T12:29:53.000Z,isla.grant@cloudora.io,Cloudora Admin Portal,203.0.113.15,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T12:29:58.000Z,chloe.price@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T12:34:23.000Z,cole.burke@cloudora.io,Microsoft 365,198.51.100.25,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T12:38:44.000Z,mira.shah@cloudora.io,Microsoft Teams,203.0.113.18,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T12:38:59.000Z,finn.gale@cloudora.io,Microsoft 365,198.51.100.24,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T12:39:51.000Z,daniel.reeve@cloudora.io,Azure Portal,203.0.113.41,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T12:41:10.000Z,chloe.price@cloudora.io,Azure Portal,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T12:45:48.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.40,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T12:47:53.000Z,olivia.chen@cloudora.io,Microsoft Teams,203.0.113.21,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T12:55:03.000Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T13:05:30.000Z,emma.hayes@cloudora.io,Azure Portal,203.0.113.12,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T13:06:08.000Z,olivia.chen@cloudora.io,Microsoft Teams,203.0.113.21,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T13:08:31.000Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T13:10:53.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.41,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T13:11:09.000Z,ethan.wells@cloudora.io,Microsoft Teams,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-09T13:13:57.000Z,chloe.price@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T13:30:45.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.40,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T13:41:16.000Z,ethan.wells@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-09T13:49:01.000Z,seth.lane@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-09T13:50:02.000Z,ethan.wells@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-09T13:53:54.000Z,sofia.marino@cloudora.io,Azure Portal,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T13:58:30.000Z,sofia.marino@cloudora.io,Cloudora Admin Portal,203.0.113.19,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T14:20:07.000Z,cole.burke@cloudora.io,Azure Portal,198.51.100.25,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T14:32:52.000Z,olivia.chen@cloudora.io,Microsoft Teams,203.0.113.21,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T14:43:26.000Z,dina.said@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T14:48:14.000Z,mira.shah@cloudora.io,SharePoint Online,203.0.113.18,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T14:48:32.000Z,cole.burke@cloudora.io,Cloudora Admin Portal,198.51.100.25,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T14:56:29.000Z,lucas.ford@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T15:02:48.000Z,hugo.marsh@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T15:21:49.000Z,seth.lane@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-09T15:23:53.000Z,emma.hayes@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T15:28:34.000Z,daniel.reeve@cloudora.io,SharePoint Online,203.0.113.41,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T15:30:56.000Z,finn.gale@cloudora.io,Azure Portal,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T15:31:34.000Z,ava.khan@cloudora.io,Cloudora Admin Portal,203.0.113.20,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T15:34:30.000Z,olivia.chen@cloudora.io,Microsoft 365,203.0.113.21,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T15:43:32.000Z,mira.shah@cloudora.io,SharePoint Online,203.0.113.18,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T15:53:11.000Z,mira.shah@cloudora.io,Cloudora Admin Portal,203.0.113.18,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T16:00:06.000Z,hugo.marsh@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T16:02:41.000Z,hugo.marsh@cloudora.io,SharePoint Online,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T16:08:32.000Z,finn.gale@cloudora.io,Outlook Web,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T16:12:50.000Z,noah.bishop@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T16:13:49.000Z,emma.hayes@cloudora.io,Azure Portal,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T16:15:34.000Z,hugo.marsh@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T16:15:56.000Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T16:25:04.000Z,isla.grant@cloudora.io,Microsoft 365,203.0.113.15,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T16:27:06.000Z,lucas.ford@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T16:30:07.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.41,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T16:30:48.000Z,ava.khan@cloudora.io,Cloudora Admin Portal,203.0.113.20,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T16:42:19.000Z,sofia.marino@cloudora.io,Microsoft 365,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T16:43:54.000Z,mira.shah@cloudora.io,Azure Portal,203.0.113.18,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T16:46:33.000Z,sofia.marino@cloudora.io,Azure Portal,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T16:47:27.000Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T16:50:47.000Z,chloe.price@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T16:56:49.000Z,hugo.marsh@cloudora.io,SharePoint Online,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T17:07:53.000Z,mira.shah@cloudora.io,Microsoft Teams,203.0.113.18,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T17:10:58.000Z,liam.turner@cloudora.io,Microsoft 365,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-09T17:12:57.000Z,olivia.chen@cloudora.io,Cloudora Admin Portal,203.0.113.21,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T17:15:56.000Z,lucas.ford@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T17:20:05.000Z,jack.morgan@cloudora.io,Outlook Web,198.51.100.26,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T17:22:09.000Z,finn.gale@cloudora.io,Cloudora Admin Portal,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T17:24:33.000Z,seth.lane@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-09T17:24:41.000Z,liam.turner@cloudora.io,Microsoft 365,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-09T17:26:27.000Z,mira.shah@cloudora.io,SharePoint Online,203.0.113.18,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T17:29:54.000Z,seth.lane@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-09T17:36:57.000Z,olivia.chen@cloudora.io,Cloudora Admin Portal,203.0.113.21,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T17:46:02.000Z,hugo.marsh@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T17:48:32.000Z,daniel.reeve@cloudora.io,Microsoft 365,203.0.113.41,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T17:57:05.000Z,ava.khan@cloudora.io,Azure Portal,203.0.113.20,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T17:58:52.000Z,dina.said@cloudora.io,SharePoint Online,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T17:59:02.000Z,mira.shah@cloudora.io,Microsoft 365,203.0.113.18,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T18:06:35.000Z,sofia.marino@cloudora.io,Azure Portal,203.0.113.19,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T18:08:03.000Z,liam.turner@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-09T18:13:30.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.41,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T18:17:22.000Z,sofia.marino@cloudora.io,Microsoft 365,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T18:24:23.000Z,hugo.marsh@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T18:28:53.000Z,olivia.chen@cloudora.io,Outlook Web,203.0.113.21,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T18:30:05.000Z,sofia.marino@cloudora.io,Outlook Web,203.0.113.19,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T18:30:13.000Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T18:31:35.000Z,daniel.reeve@cloudora.io,Azure Portal,203.0.113.41,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T18:31:56.000Z,hugo.marsh@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T18:33:54.000Z,olivia.chen@cloudora.io,Outlook Web,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T18:34:36.000Z,lucas.ford@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T18:34:54.000Z,liam.turner@cloudora.io,Microsoft Teams,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-09T18:36:46.000Z,hugo.marsh@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T18:39:52.000Z,hugo.marsh@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T18:49:07.000Z,dina.said@cloudora.io,Cloudora Admin Portal,203.0.113.14,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T18:51:27.000Z,lucas.ford@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T18:53:30.000Z,noah.bishop@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T18:56:02.000Z,finn.gale@cloudora.io,Azure Portal,198.51.100.24,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T19:02:40.000Z,dina.said@cloudora.io,Microsoft Teams,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T19:08:01.000Z,ethan.wells@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-09T19:09:11.000Z,jack.morgan@cloudora.io,SharePoint Online,198.51.100.26,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T19:09:38.000Z,noah.bishop@cloudora.io,Microsoft 365,203.0.113.13,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-09T19:16:31.000Z,noah.bishop@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T19:22:24.000Z,dina.said@cloudora.io,Outlook Web,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T19:23:43.000Z,noah.bishop@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T19:26:46.000Z,liam.turner@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-09T19:30:39.000Z,seth.lane@cloudora.io,Microsoft Teams,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-09T19:41:25.000Z,emma.hayes@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T19:41:53.000Z,ethan.wells@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-09T19:42:13.000Z,ethan.wells@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-09T19:43:29.000Z,sofia.marino@cloudora.io,Cloudora Admin Portal,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T19:46:04.000Z,dina.said@cloudora.io,Azure Portal,203.0.113.14,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T19:46:37.000Z,lucas.ford@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-09T19:49:42.000Z,hugo.marsh@cloudora.io,SharePoint Online,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-09T19:51:55.000Z,finn.gale@cloudora.io,Outlook Web,198.51.100.24,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T19:53:59.000Z,finn.gale@cloudora.io,Microsoft 365,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-09T19:54:40.000Z,dina.said@cloudora.io,Azure Portal,203.0.113.14,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-09T19:56:10.000Z,seth.lane@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-10T02:58:42.000Z,daniel.reeve@cloudora.io,Microsoft 365,102.89.45.71,Lagos,Nigeria,50126,Invalid username or password,Windows 11,Chrome 126
2026-08-10T03:01:17.000Z,daniel.reeve@cloudora.io,Microsoft 365,102.89.45.71,Lagos,Nigeria,50126,Invalid username or password,Windows 11,Chrome 126
2026-08-10T03:04:09.000Z,daniel.reeve@cloudora.io,Outlook Web,102.89.45.71,Lagos,Nigeria,50126,Invalid username or password,Windows 11,Chrome 126
2026-08-10T03:07:51.000Z,daniel.reeve@cloudora.io,Outlook Web,102.89.45.71,Lagos,Nigeria,50126,Invalid username or password,Windows 11,Chrome 126
2026-08-10T03:12:08.000Z,daniel.reeve@cloudora.io,Outlook Web,102.89.45.71,Lagos,Nigeria,0,Success,Windows 11,Chrome 126
2026-08-10T03:13:31.000Z,daniel.reeve@cloudora.io,Microsoft 365,102.89.45.71,Lagos,Nigeria,0,Success,Windows 11,Chrome 126
2026-08-10T03:17:04.000Z,daniel.reeve@cloudora.io,Azure Portal,102.89.45.71,Lagos,Nigeria,0,Success,Windows 11,Chrome 126
2026-08-10T03:24:46.000Z,daniel.reeve@cloudora.io,SharePoint Online,102.89.45.71,Lagos,Nigeria,0,Success,Windows 11,Chrome 126
2026-08-10T07:12:38.000Z,ethan.wells@cloudora.io,SharePoint Online,192.0.2.30,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-10T07:24:03.000Z,hugo.marsh@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-10T07:32:28.000Z,jack.morgan@cloudora.io,Azure Portal,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-10T07:35:47.000Z,seth.lane@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-10T07:40:33.000Z,mira.shah@cloudora.io,Outlook Web,203.0.113.18,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-10T07:42:18.000Z,daniel.reeve@cloudora.io,Microsoft Teams,203.0.113.40,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-10T07:44:43.000Z,cole.burke@cloudora.io,Microsoft 365,198.51.100.25,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-10T07:58:10.000Z,mira.shah@cloudora.io,Azure Portal,203.0.113.18,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-10T07:58:39.000Z,lucas.ford@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-10T07:58:51.000Z,mira.shah@cloudora.io,Microsoft Teams,203.0.113.18,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-10T08:02:14.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.40,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-10T08:03:32.000Z,mira.shah@cloudora.io,Microsoft 365,203.0.113.18,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-10T08:23:25.000Z,olivia.chen@cloudora.io,SharePoint Online,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Edge 126
